日期维度,业务大类,业务,产品,城市,金额区间,交易笔数,交易金额
2025/1/17,惠居,省心租,支付宝花呗分期,西安,a <500,1,123.53
2025/1/17,惠居,省心租,微信小程序,西安,a <500,2,895
2025/1/17,惠居,省心租,贝易转直联收款至银行,西安,a <500,1,420
2025/1/17,惠居,省心租,支付宝APP,西安,a <500,4,1239.67
2025/1/17,惠居,省心租,贝易转网银转账收款,西安,a <500,2,4.4
2025/1/17,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,875
2025/1/17,惠居,省心租,微信小程序,西安,b 500-1000,13,8038
2025/1/17,惠居,省心租,支付宝APP,西安,b 500-1000,13,9937.2
2025/1/17,惠居,省心租,支付宝APP,西安,c 1000-5000,262,565792.54
2025/1/17,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,12,25612.6
2025/1/17,惠居,省心租,云闪付小程序,西安,c 1000-5000,7,14225.2
2025/1/17,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,20,41375.5
2025/1/17,惠居,省心租,微信小程序,西安,c 1000-5000,324,676267.31
2025/1/17,惠居,省心租,快捷,西安,c 1000-5000,8,19275.2
2025/1/17,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,6,11790.23
2025/1/17,惠居,省心租,支付宝APP,西安,d 5000-10000,34,250970.16
2025/1/17,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,1,5115
2025/1/17,惠居,省心租,微信小程序,西安,d 5000-10000,36,246296.75
2025/1/17,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,3,20164
2025/1/17,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,3,16497.82
2025/1/17,惠居,省心租,微信小程序,西安,e 10000-20000,1,11550
2025/1/17,惠居,省心租,支付宝APP,西安,e 10000-20000,5,57828
2025/1/18,惠居,省心租,微信小程序,西安,a <500,1,200
2025/1/18,惠居,省心租,贝易转网银转账收款,西安,a <500,2,203
2025/1/18,惠居,省心租,支付宝APP,西安,a <500,1,405
2025/1/18,惠居,省心租,微信小程序,西安,b 500-1000,23,15795.23
2025/1/18,惠居,省心租,支付宝APP,西安,b 500-1000,14,9622
2025/1/18,惠居,省心租,支付宝APP,西安,c 1000-5000,225,475035.15
2025/1/18,惠居,省心租,微信小程序,西安,c 1000-5000,329,688973.63
2025/1/18,惠居,省心租,快捷,西安,c 1000-5000,12,27087.9
2025/1/18,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,15,32851.9
2025/1/18,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,19,38893.6
2025/1/18,惠居,省心租,云闪付小程序,西安,c 1000-5000,3,7347
2025/1/18,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,7,16419
2025/1/18,惠居,省心租,支付宝APP,西安,d 5000-10000,27,189372.6
2025/1/18,惠居,省心租,微信小程序,西安,d 5000-10000,29,209348.52
2025/1/18,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,2,11937
2025/1/18,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,7,54937.8
2025/1/18,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,3,17030.52
2025/1/18,惠居,省心租,微信小程序,西安,e 10000-20000,1,10395
2025/1/18,惠居,省心租,支付宝APP,西安,e 10000-20000,1,11118
2025/1/18,惠居,省心租,贝易转网银转账收款,西安,e 10000-20000,1,11988
2025/1/19,惠居,省心租,贝易转网银转账收款,西安,a <500,2,5
2025/1/19,惠居,省心租,微信小程序,西安,a <500,4,1175.33
2025/1/19,惠居,省心租,支付宝花呗分期,西安,a <500,1,300
2025/1/19,惠居,省心租,贝易转直联收款至银行,西安,a <500,1,350
2025/1/19,惠居,省心租,支付宝APP,西安,b 500-1000,11,8371
2025/1/19,惠居,省心租,快捷,西安,b 500-1000,1,800
2025/1/19,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,600
2025/1/19,惠居,省心租,微信小程序,西安,b 500-1000,13,7950
2025/1/19,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,18,37089.9
2025/1/19,惠居,省心租,微信小程序,西安,c 1000-5000,287,602177.74
2025/1/19,惠居,省心租,快捷,西安,c 1000-5000,2,4532
2025/1/19,惠居,省心租,支付宝APP,西安,c 1000-5000,242,518530.9
2025/1/19,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,7,18325
2025/1/19,惠居,省心租,云闪付小程序,西安,c 1000-5000,5,11495
2025/1/19,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,31,62014.7
2025/1/19,惠居,省心租,微信小程序,西安,d 5000-10000,32,235189.99
2025/1/19,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,4,31370.88
2025/1/19,惠居,省心租,支付宝APP,西安,d 5000-10000,37,258098.61
2025/1/19,惠居,省心租,快捷,西安,d 5000-10000,1,5280
2025/1/19,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,5,37704
2025/1/19,惠居,省心租,云闪付小程序,西安,d 5000-10000,2,10940
2025/1/19,惠居,省心租,微信小程序,西安,e 10000-20000,2,28188
2025/1/19,惠居,省心租,支付宝APP,西安,e 10000-20000,3,33330
2025/1/20,惠居,省心租,微信小程序,西安,a <500,7,1899.34
2025/1/20,惠居,省心租,支付宝APP,西安,a <500,2,420
2025/1/20,惠居,省心租,微信小程序,西安,b 500-1000,15,9241
2025/1/20,惠居,省心租,支付宝APP,西安,b 500-1000,19,13639.98
2025/1/20,惠居,省心租,贝易转网银转账收款,西安,b 500-1000,1,650
2025/1/20,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,21,43537
2025/1/20,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,14,27356.4
2025/1/20,惠居,省心租,快捷,西安,c 1000-5000,5,10287.8
2025/1/20,惠居,省心租,微信小程序,西安,c 1000-5000,431,917726.59
2025/1/20,惠居,省心租,云闪付小程序,西安,c 1000-5000,11,24513
2025/1/20,惠居,省心租,支付宝APP,西安,c 1000-5000,338,736186.32
2025/1/20,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,10,25778
2025/1/20,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,2,11340
2025/1/20,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,2,15613.2
2025/1/20,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,5511
2025/1/20,惠居,省心租,支付宝APP,西安,d 5000-10000,48,353922.42
2025/1/20,惠居,省心租,微信小程序,西安,d 5000-10000,28,190622.8
2025/1/20,惠居,省心租,支付宝APP,西安,e 10000-20000,1,10044
2025/1/20,惠居,省心租,微信小程序,西安,e 10000-20000,2,27672
2025/1/20,惠居,省心租,贝易转直联收款至银行,西安,e 10000-20000,3,34722
2025/1/21,惠居,省心租,支付宝APP,西安,a <500,2,488
2025/1/21,惠居,省心租,贝易转网银转账收款,西安,a <500,2,6
2025/1/21,惠居,省心租,微信小程序,西安,a <500,3,590
2025/1/21,惠居,省心租,贝易转网银转账收款,西安,b 500-1000,2,1260
2025/1/21,惠居,省心租,支付宝花呗分期,西安,b 500-1000,1,820
2025/1/21,惠居,省心租,支付宝APP,西安,b 500-1000,8,4989
2025/1/21,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,500
2025/1/21,惠居,省心租,微信小程序,西安,b 500-1000,5,3040
2025/1/21,惠居,省心租,云闪付小程序,西安,c 1000-5000,7,12130.5
2025/1/21,惠居,省心租,微信小程序,西安,c 1000-5000,347,717002.35
2025/1/21,惠居,省心租,银联线上支付,西安,c 1000-5000,1,2500
2025/1/21,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,16,35959
2025/1/21,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,4,8860
2025/1/21,惠居,省心租,支付宝APP,西安,c 1000-5000,244,544305.71
2025/1/21,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,20,39819
2025/1/21,惠居,省心租,快捷,西安,c 1000-5000,4,8553.5
2025/1/21,惠居,省心租,微信小程序,西安,d 5000-10000,33,234626.76
2025/1/21,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,1,5395.5
2025/1/21,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,3,22215
2025/1/21,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,9234
2025/1/21,惠居,省心租,云闪付小程序,西安,d 5000-10000,1,6480
2025/1/21,惠居,省心租,支付宝APP,西安,d 5000-10000,44,319748.06
2025/1/21,惠居,省心租,快捷,西安,d 5000-10000,2,16600.5
2025/1/21,惠居,省心租,微信小程序,西安,e 10000-20000,4,44247.5
2025/1/21,惠居,省心租,支付宝APP,西安,e 10000-20000,2,22170
2025/1/21,惠居,省心租,贝易转直联收款至银行,西安,e 10000-20000,1,10368
2025/1/22,惠居,省心租,贝易转网银转账收款,西安,a <500,4,258.34
2025/1/22,惠居,省心租,微信小程序,西安,a <500,5,753
2025/1/22,惠居,省心租,支付宝APP,西安,a <500,2,174
2025/1/22,惠居,省心租,微信小程序,西安,b 500-1000,14,9461.5
2025/1/22,惠居,省心租,支付宝APP,西安,b 500-1000,6,4328
2025/1/22,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,500
2025/1/22,惠居,省心租,快捷,西安,c 1000-5000,13,26421.9
2025/1/22,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,18,36814.59
2025/1/22,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,18,39633.9
2025/1/22,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,7,17153.5
2025/1/22,惠居,省心租,云闪付小程序,西安,c 1000-5000,4,7128
2025/1/22,惠居,省心租,微信小程序,西安,c 1000-5000,295,628072.14
2025/1/22,惠居,省心租,支付宝APP,西安,c 1000-5000,248,547579.36
2025/1/22,惠居,省心租,快捷,西安,d 5000-10000,1,7938
2025/1/22,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,2,16428
2025/1/22,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,2,15142.9
2025/1/22,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,5,36287.4
2025/1/22,惠居,省心租,微信小程序,西安,d 5000-10000,19,139055.08
2025/1/22,惠居,省心租,支付宝APP,西安,d 5000-10000,33,240501.99
2025/1/22,惠居,省心租,支付宝APP,西安,e 10000-20000,3,30898
2025/1/22,惠居,省心租,贝易转网银转账收款,西安,e 10000-20000,2,21064
2025/1/22,惠居,省心租,微信小程序,西安,e 10000-20000,1,10464
2025/1/23,惠居,省心租,支付宝APP,西安,a <500,3,659.58
2025/1/23,惠居,省心租,贝易转网银转账收款,西安,a <500,4,14.53
2025/1/23,惠居,省心租,微信小程序,西安,a <500,2,670
2025/1/23,惠居,省心租,云闪付小程序,西安,a <500,1,280
2025/1/23,惠居,省心租,微信小程序,西安,b 500-1000,14,9126.5
2025/1/23,惠居,省心租,贝易转网银转账收款,西安,b 500-1000,1,587.83
2025/1/23,惠居,省心租,支付宝APP,西安,b 500-1000,9,6336.48
2025/1/23,惠居,省心租,支付宝花呗分期,西安,b 500-1000,1,500
2025/1/23,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,693
2025/1/23,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,21,45872.2
2025/1/23,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,4,6945
2025/1/23,惠居,省心租,支付宝APP,西安,c 1000-5000,240,523298.54
2025/1/23,惠居,省心租,快捷,西安,c 1000-5000,7,16228.9
2025/1/23,惠居,省心租,云闪付小程序,西安,c 1000-5000,8,16516.4
2025/1/23,惠居,省心租,微信小程序,西安,c 1000-5000,258,530464.48
2025/1/23,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,9,18995.7
2025/1/23,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,4,29391.5
2025/1/23,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,2,14061
2025/1/23,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,4,27174
2025/1/23,惠居,省心租,微信小程序,西安,d 5000-10000,22,150938.43
2025/1/23,惠居,省心租,支付宝APP,西安,d 5000-10000,43,310526.64
2025/1/23,惠居,省心租,快捷,西安,d 5000-10000,1,8829
2025/1/23,惠居,省心租,支付宝APP,西安,e 10000-20000,4,42966
2025/1/23,惠居,省心租,微信小程序,西安,e 10000-20000,2,22221
2025/1/24,惠居,省心租,支付宝APP,西安,a <500,3,847.67
2025/1/24,惠居,省心租,微信小程序,西安,a <500,1,300
2025/1/24,惠居,省心租,贝易转网银转账收款,西安,a <500,3,209
2025/1/24,惠居,省心租,微信小程序,西安,b 500-1000,10,7609
2025/1/24,惠居,省心租,支付宝APP,西安,b 500-1000,5,3599
2025/1/24,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,722.5
2025/1/24,惠居,省心租,快捷,西安,c 1000-5000,8,16334
2025/1/24,惠居,省心租,支付宝APP,西安,c 1000-5000,277,598351.64
2025/1/24,惠居,省心租,聚分期,西安,c 1000-5000,2,3898
2025/1/24,惠居,省心租,微信小程序,西安,c 1000-5000,305,664890.85
2025/1/24,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,20,42686.5
2025/1/24,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,15,34105
2025/1/24,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,4,8748.9
2025/1/24,惠居,省心租,云闪付小程序,西安,c 1000-5000,6,14276
2025/1/24,惠居,省心租,微信小程序,西安,d 5000-10000,26,181969.4
2025/1/24,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,1,6213
2025/1/24,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,4,25821.6
2025/1/24,惠居,省心租,支付宝APP,西安,d 5000-10000,22,155823.7
2025/1/24,惠居,省心租,支付宝APP,西安,e 10000-20000,4,45495
2025/1/24,惠居,省心租,微信小程序,西安,e 10000-20000,1,11664
2025/1/24,惠居,省心租,贝易转直联收款至银行,西安,e 10000-20000,1,11340
2025/1/25,惠居,省心租,支付宝APP,西安,a <500,4,1156.33
2025/1/25,惠居,省心租,微信小程序,西安,a <500,4,1081
2025/1/25,惠居,省心租,贝易转网银转账收款,西安,a <500,2,5
2025/1/25,惠居,省心租,支付宝花呗分期,西安,a <500,1,190
2025/1/25,惠居,省心租,快捷,西安,b 500-1000,1,540
2025/1/25,惠居,省心租,支付宝APP,西安,b 500-1000,12,8434.6
2025/1/25,惠居,省心租,微信小程序,西安,b 500-1000,8,4831.5
2025/1/25,惠居,省心租,支付宝花呗分期,西安,b 500-1000,1,800
2025/1/25,惠居,省心租,贝易转网银转账收款,西安,b 500-1000,1,572
2025/1/25,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,500
2025/1/25,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,15,32033
2025/1/25,惠居,省心租,云闪付小程序,西安,c 1000-5000,2,4053
2025/1/25,惠居,省心租,微信小程序,西安,c 1000-5000,274,575430.18
2025/1/25,惠居,省心租,支付宝APP,西安,c 1000-5000,239,539684.39
2025/1/25,惠居,省心租,快捷,西安,c 1000-5000,8,18729.4
2025/1/25,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,7,17021
2025/1/25,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,16,34094.7
2025/1/25,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,5,31705.8
2025/1/25,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,5886
2025/1/25,惠居,省心租,支付宝APP,西安,d 5000-10000,31,221851.36
2025/1/25,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,1,7549.2
2025/1/25,惠居,省心租,微信小程序,西安,d 5000-10000,14,99499.7
2025/1/25,惠居,省心租,贝易转直联收款至银行,西安,e 10000-20000,1,10177.2
2025/1/26,惠居,省心租,支付宝APP,西安,a <500,1,15
2025/1/26,惠居,省心租,微信小程序,西安,a <500,1,225
2025/1/26,惠居,省心租,贝易转网银转账收款,西安,a <500,4,10
2025/1/26,惠居,省心租,支付宝APP,西安,b 500-1000,5,3985.4
2025/1/26,惠居,省心租,微信小程序,西安,b 500-1000,10,6999.7
2025/1/26,惠居,省心租,贝易转直联收款至银行,西安,b 500-1000,1,500
2025/1/26,惠居,省心租,聚分期,西安,b 500-1000,1,900
2025/1/26,惠居,省心租,支付宝APP,西安,c 1000-5000,230,485888.07
2025/1/26,惠居,省心租,聚分期,西安,c 1000-5000,1,1980
2025/1/26,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,20,40933
2025/1/26,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,16,36359
2025/1/26,惠居,省心租,快捷,西安,c 1000-5000,3,6101
2025/1/26,惠居,省心租,微信小程序,西安,c 1000-5000,262,558402.88
2025/1/26,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,6,13141
2025/1/26,惠居,省心租,云闪付小程序,西安,c 1000-5000,7,15580.29
2025/1/26,惠居,省心租,微信小程序,西安,d 5000-10000,23,162329
2025/1/26,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,9396
2025/1/26,惠居,省心租,快捷,西安,d 5000-10000,1,7920
2025/1/26,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,3,18284
2025/1/26,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,1,6642
2025/1/26,惠居,省心租,支付宝APP,西安,d 5000-10000,30,225409.06
2025/1/26,惠居,省心租,支付宝APP,西安,e 10000-20000,5,53301
2025/1/26,惠居,省心租,微信小程序,西安,e 10000-20000,2,20516
2025/1/27,惠居,省心租,支付宝APP,西安,a <500,2,629
2025/1/27,惠居,省心租,贝易转网银转账收款,西安,a <500,2,9
2025/1/27,惠居,省心租,微信小程序,西安,b 500-1000,10,6659
2025/1/27,惠居,省心租,支付宝APP,西安,b 500-1000,7,5136.17
2025/1/27,惠居,省心租,支付宝APP,西安,c 1000-5000,216,474224.47
2025/1/27,惠居,省心租,云闪付小程序,西安,c 1000-5000,3,5624.5
2025/1/27,惠居,省心租,贝易转直联收款至银行,西安,c 1000-5000,23,56261.8
2025/1/27,惠居,省心租,贝易转网银转账收款,西安,c 1000-5000,18,36694.92
2025/1/27,惠居,省心租,聚分期,西安,c 1000-5000,1,1760
2025/1/27,惠居,省心租,微信小程序,西安,c 1000-5000,265,561410.2
2025/1/27,惠居,省心租,支付宝花呗分期,西安,c 1000-5000,3,6410
2025/1/27,惠居,省心租,快捷,西安,c 1000-5000,6,13083
2025/1/27,惠居,省心租,支付宝花呗分期,西安,d 5000-10000,1,8175
2025/1/27,惠居,省心租,贝易转网银转账收款,西安,d 5000-10000,3,20500.62
2025/1/27,惠居,省心租,快捷,西安,d 5000-10000,2,16521
2025/1/27,惠居,省心租,云闪付小程序,西安,d 5000-10000,1,6740
2025/1/27,惠居,省心租,支付宝APP,西安,d 5000-10000,36,270306.26
2025/1/27,惠居,省心租,贝易转直联收款至银行,西安,d 5000-10000,6,41918
2025/1/27,惠居,省心租,微信小程序,西安,d 5000-10000,22,162916.5
2025/1/27,惠居,省心租,支付宝APP,西安,e 10000-20000,5,54183
2025/1/27,惠居,省心租,微信小程序,西安,e 10000-20000,2,20736
2025/1/28,惠居,省心租,支付宝花呗分期,西安,a <500,1,400
2025/1/28,惠居,省心租,支付宝APP,西安,b 500-1000,5,3997.5
2025/1/28,惠居,省心租,微信小程序,西安,b 500-1000,10,6514
